,Airport.Code,Airport.Name,Time.Label,Time.Month,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Carriers.Names,Statistics.Carriers.Total,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Diverted,Statistics.Flights.On Time,Statistics.Flights.Total,Statistics.Minutes Delayed.Carrier,Statistics.Minutes Delayed.Late Aircraft,Statistics.Minutes Delayed.National Aviation System,Statistics.Minutes Delayed.Security,Statistics.Minutes Delayed.Total,Statistics.Minutes Delayed.Weather,Time.Datetime,Proportions.Flights.On Time,Proportions.Flights.Cancelled or Diverted,Proportions.Flights.Security Delays,Statistics.# of Delays.Total,Time.Season
1695,LAS,"Las Vegas, NV: McCarran International",2008/04,4,April,2008,714,980,986,7,17,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",16,111,2706,9,11876,14702,38188,48534,30435,233,118808,1418,2008-04-01,0.8077812542511223,0.0081621548088695,0.000476125697184,2704,Spring
1696,LAX,"Los Angeles, CA: Los Angeles International",2008/04,4,April,2008,1032,1116,1631,9,21,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",15,268,3811,10,14199,18288,56876,62282,52152,281,173308,1717,2008-04-01,0.7764107611548556,0.0152012248468941,0.0004921259842519,3809,Spring
1697,LGA,"New York, NY: LaGuardia",2008/04,4,April,2008,456,683,2673,2,137,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",15,516,3952,54,5757,10279,27976,45901,142636,179,225366,8674,2008-04-01,0.5600739371534196,0.055452865064695,0.0001945714563673,3951,Spring
1698,MCO,"Orlando, FL: Orlando International",2008/04,4,April,2008,596,861,912,5,24,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",13,79,2397,10,9047,11533,31150,52466,32563,132,117746,1435,2008-04-01,0.7844446371282408,0.0077169860400589,0.0004335385415763,2398,Spring
1699,MDW,"Chicago, IL: Chicago Midway International",2008/04,4,April,2008,282,548,381,3,61,"Continental Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",7,28,1275,18,6376,7697,12613,25890,14230,85,57871,5053,2008-04-01,0.8283746914382227,0.0059763544238014,0.0003897622450305,1275,Spring
1700,MIA,"Miami, FL: Miami International",2008/04,4,April,2008,432,449,571,3,22,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",11,56,1478,7,3807,5348,27929,29025,19436,86,77729,1253,2008-04-01,0.7118548990276738,0.0117801047120418,0.00056095736724,1477,Spring
1701,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2008/04,4,April,2008,586,600,856,0,71,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",13,160,2113,14,9069,11356,51510,37407,28902,19,125343,7505,2008-04-01,0.7986086650228954,0.0153222965833039,0.0,2113,Spring
1702,ORD,"Chicago, IL: Chicago O'Hare International",2008/04,4,April,2008,1195,2302,3827,3,134,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",13,1327,7461,85,21130,30003,86066,150007,260592,129,509144,12350,2008-04-01,0.7042629070426291,0.0470619604706196,9.999000099990002e-05,7461,Spring
1703,PDX,"Portland, OR: Portland International",2008/04,4,April,2008,236,348,306,2,8,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",13,41,900,1,3856,4798,11281,17797,9264,114,39111,655,2008-04-01,0.8036681950812838,0.0087536473530637,0.0004168403501458,900,Spring
1704,PHL,"Philadelphia, PA: Philadelphia International",2008/04,4,April,2008,429,532,1164,3,71,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",15,138,2198,13,6042,8391,24332,35406,58753,71,124648,6086,2008-04-01,0.7200572041473007,0.0179954713383386,0.0003575259206292,2199,Spring
1705,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2008/04,4,April,2008,849,762,941,5,31,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",15,238,2585,15,14407,17245,47705,40993,26433,228,117913,2554,2008-04-01,0.8354305595824877,0.0146709191069875,0.0002899391127863,2588,Spring
1706,SAN,"San Diego, CA: San Diego International",2008/04,4,April,2008,449,519,505,4,11,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",16,76,1491,5,6433,8005,21649,24828,15469,81,63002,975,2008-04-01,0.8036227357901312,0.0101186758276077,0.0004996876951905,1488,Spring
1707,SEA,"Seattle, WA: Seattle/Tacoma International",2008/04,4,April,2008,574,516,698,6,18,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",13,74,1812,7,6758,8651,31893,32270,21457,136,87683,1927,2008-04-01,0.7811813663160329,0.0093630794127846,0.000693561437984,1812,Spring
1708,SFO,"San Francisco, CA: San Francisco International",2008/04,4,April,2008,667,707,1170,3,26,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",15,182,2573,13,8774,11542,38633,42270,44914,87,127645,1741,2008-04-01,0.7601802114018368,0.0168948189221971,0.0002599202911107,2573,Spring
1709,SLC,"Salt Lake City, UT: Salt Lake City International",2008/04,4,April,2008,394,410,478,4,27,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",12,121,1315,10,10207,11653,20517,21072,14115,139,57613,1770,2008-04-01,0.8759117823736376,0.0112417403243799,0.0003432592465459,1313,Spring
1710,TPA,"Tampa, FL: Tampa International",2008/04,4,April,2008,386,518,510,2,21,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",12,53,1440,9,5548,7050,19663,30878,17705,99,70178,1833,2008-04-01,0.7869503546099291,0.0087943262411347,0.0002836879432624,1437,Spring
1711,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2008/05,5,May,2008,1466,1349,2165,9,227,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",15,173,5217,30,29152,34572,93557,75557,73278,459,256003,13152,2008-05-01,0.8432257318060858,0.0058718037718384,0.0002603262755987,5216,Spring
1712,BOS,"Boston, MA: Logan International",2008/05,5,May,2008,504,602,712,3,93,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",14,156,1914,8,8198,10276,30086,38225,34868,85,110722,7458,2008-05-01,0.7977812378357337,0.0159595173219151,0.000291942390035,1914,Spring
1713,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2008/05,5,May,2008,300,536,282,1,44,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",14,28,1162,10,7788,8988,14914,30882,11566,18,61124,3744,2008-05-01,0.8664886515353805,0.0042278593680462,0.0001112594570538,1163,Spring
1714,CLT,"Charlotte, NC: Charlotte Douglas International",2008/05,5,May,2008,482,439,726,3,49,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",13,111,1698,8,9179,10996,26829,26269,28352,99,85049,3500,2008-05-01,0.8347580938523099,0.010822117133503,0.0002728264823572,1699,Spring
1715,DCA,"Washington, DC: Ronald Reagan Washington National",2008/05,5,May,2008,332,361,454,2,34,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",13,120,1185,12,6118,7435,15577,21009,18259,62,57257,2350,2008-05-01,0.8228648285137862,0.0177538668459986,0.0002689979825151,1183,Spring
1716,DEN,"Denver, CO: Denver International",2008/05,5,May,2008,942,1507,2224,5,105,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",16,186,4782,32,15765,20765,51970,89207,72697,122,221523,7527,2008-05-01,0.7592102094871177,0.0104984348663616,0.0002407897905128,4783,Spring
1717,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2008/05,5,May,2008,1039,2552,2632,11,174,"Pinnacle Airlines Inc.,American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",16,635,6407,108,17431,24581,77760,147451,108030,563,356895,23091,2008-05-01,0.7091249338920305,0.0302265977787722,0.0004475001017045,6408,Spring
1718,DTW,"Detroit, MI: Detroit Metro Wayne County",2008/05,5,May,2008,560,705,837,3,67,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",16,94,2170,7,11915,14186,42091,43118,32014,173,123983,6587,2008-05-01,0.8399125898773439,0.0071196954744113,0.0002114761032003,2172,Spring
1719,EWR,"Newark, NJ: Newark Liberty International",2008/05,5,May,2008,316,742,2907,5,122,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",15,244,4092,38,7498,11872,20848,54028,222237,127,306676,9436,2008-05-01,0.6315700808625337,0.0237533692722371,0.0004211590296495,4092,Spring
1720,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2008/05,5,May,2008,320,359,312,2,11,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.",12,19,1004,9,4554,5586,15476,21865,10955,65,49194,833,2008-05-01,0.8152524167561761,0.0050125313283208,0.0003580379520229,1004,Spring
1721,IAD,"Washington, DC: Washington Dulles International",2008/05,5,May,2008,410,434,342,4,27,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Delta Air Lines Inc.,Atlantic Southeast Airlines,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",13,94,1215,9,5203,6521,25701,28841,14948,156,71570,1924,2008-05-01,0.7978837601594847,0.015795123447324,0.0006134028523232,1217,Spring
1722,IAH,"Houston, TX: George Bush Intercontinental/Houston",2008/05,5,May,2008,586,1029,1418,17,68,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",12,87,3116,32,12730,15965,35998,61615,48799,574,151668,4682,2008-05-01,0.7973692452239274,0.0074538051988725,0.0010648293141246,3118,Spring
1723,JFK,"New York, NY: John F. Kennedy International",2008/05,5,May,2008,404,461,1166,0,67,"American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Mesa Airlines Inc.",10,66,2097,33,7467,9663,25330,29634,60870,84,120401,4483,2008-05-01,0.7727413846631481,0.0102452654455138,0.0,2098,Spring
1724,LAS,"Las Vegas, NV: McCarran International",2008/05,5,May,2008,707,1197,1567,10,47,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",16,76,3527,23,11488,15114,35610,60822,51260,303,150408,2413,2008-05-01,0.7600899827974064,0.0065502183406113,0.0006616382162233,3528,Spring
1725,LAX,"Los Angeles, CA: Los Angeles International",2008/05,5,May,2008,1088,1347,2026,15,49,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,AirTran Airways Corporation,Hawaiian Airlines Inc.,American Eagle Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",15,195,4524,9,14250,18978,56919,72227,63150,521,196285,3468,2008-05-01,0.7508694277584571,0.0107492886500158,0.0007903888713246,4525,Spring
1726,LGA,"New York, NY: LaGuardia",2008/05,5,May,2008,417,561,2256,1,128,"Pinnacle Airlines Inc.,American Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",15,309,3362,20,6593,10284,26954,36922,124988,32,198293,9397,2008-05-01,0.6410929599377674,0.0319914430182808,9.72384286269934e-05,3363,Spring
1727,MCO,"Orlando, FL: Orlando International",2008/05,5,May,2008,500,653,567,3,30,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",14,36,1750,6,9898,11690,29696,43574,20977,97,96689,2345,2008-05-01,0.8467065868263473,0.0035928143712574,0.0002566295979469,1753,Spring
1728,MDW,"Chicago, IL: Chicago Midway International",2008/05,5,May,2008,233,568,286,4,32,"Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",7,23,1123,6,6502,7654,11101,29902,10464,88,54188,2633,2008-05-01,0.8494904625032663,0.0037888685654559,0.0005226025607525,1123,Spring
1729,MIA,"Miami, FL: Miami International",2008/05,5,May,2008,365,433,466,2,23,"American Airlines Inc.,Alaska Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,AirTran Airways Corporation,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",11,59,1289,1,3994,5343,24795,28428,16290,105,71557,1939,2008-05-01,0.7475201197828935,0.0112296462661426,0.0003743215422047,1289,Spring
1730,MSP,"Minneapolis, MN: Minneapolis-St Paul International",2008/05,5,May,2008,521,514,981,4,34,"Pinnacle Airlines Inc.,American Airlines Inc.,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,Frontier Airlines Inc.,AirTran Airways Corporation,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.",13,83,2053,14,9473,11623,36193,31636,29302,242,100079,2706,2008-05-01,0.8150219392583671,0.0083455218102039,0.0003441452292867,2054,Spring
1731,ORD,"Chicago, IL: Chicago O'Hare International",2008/05,5,May,2008,1167,2201,3602,5,139,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Atlantic Southeast Airlines,American Eagle Airlines Inc.,Northwest Airlines Inc.,Comair Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,ExpressJet Airlines Inc.,Mesa Airlines Inc.",14,770,7113,93,22781,30757,82058,154222,225687,280,472967,10720,2008-05-01,0.7406769190753324,0.0280586533146925,0.0001625646194362,7114,Spring
1732,PDX,"Portland, OR: Portland International",2008/05,5,May,2008,301,406,323,3,11,"American Airlines Inc.,Alaska Airlines Inc.,JetBlue Airways,Continental Air Lines Inc.,Delta Air Lines Inc.,Frontier Airlines Inc.,Hawaiian Airlines Inc.,Northwest Airlines Inc.,SkyWest Airlines Inc.,United Air Lines Inc.,US Airways Inc.,Southwest Airlines Co.,ExpressJet Airlines Inc.",13,12,1041,6,3867,4926,15420,20596,10112,92,46821,601,2008-05-01,0.7850182704019488,0.0036540803897685,0.0006090133982947,1044,Spring
